公司代码 ,公司简称 ,代码,简称,上市日期,Symbol
601028,  玉龙股份,601028,  玉龙股份,  2011-11-07,601028.SS
601038,  一拖股份,601038,  一拖股份,  2012-08-08,601038.SS
601058,  赛轮轮胎,601058,  赛轮轮胎,  2011-06-30,601058.SS
601066,  中信建投,601066,  中信建投,  2018-06-20,601066.SS
601068,  中铝国际,601068,  中铝国际,  2018-08-31,601068.SS
601069,  西部黄金,601069,  西部黄金,  2015-01-22,601069.SS
601077,  渝农商行,601077,  渝农商行,  2019-10-29,601077.SS
601086,  国芳集团,601086,  国芳集团,  2017-09-29,601086.SS
601088,  中国神华,601088,  中国神华,  2007-10-09,601088.SS
601098,  中南传媒,601098,  中南传媒,  2010-10-28,601098.SS
601099,  太平洋,601099,  太平洋,  2007-12-28,601099.SS
601100,  恒立液压,601100,  恒立液压,  2011-10-28,601100.SS
601101,  昊华能源,601101,  昊华能源,  2010-03-31,601101.SS
601106,  中国一重,601106,  中国一重,  2010-02-09,601106.SS
601107,  四川成渝,601107,  四川成渝,  2009-07-27,601107.SS
601108,  财通证券,601108,  财通证券,  2017-10-24,601108.SS
601111,  中国国航,601111,  中国国航,  2006-08-18,601111.SS
601113,  ST华鼎,601113,  ST华鼎,  2011-05-09,601113.SS
601116,  三江购物,601116,  三江购物,  2011-03-02,601116.SS
601117,  中国化学,601117,  中国化学,  2010-01-07,601117.SS
601118,  海南橡胶,601118,  海南橡胶,  2011-01-07,601118.SS
601126,  四方股份,601126,  四方股份,  2010-12-31,601126.SS
601127,  小康股份,601127,  小康股份,  2016-06-15,601127.SS
601128,  常熟银行,601128,  常熟银行,  2016-09-30,601128.SS
601137,  博威合金,601137,  博威合金,  2011-01-27,601137.SS
601138,  工业富联,601138,  工业富联,  2018-06-08,601138.SS
601139,  深圳燃气,601139,  深圳燃气,  2009-12-25,601139.SS
601155,  新城控股,601155,  新城控股,  2015-12-04,601155.SS
601158,  重庆水务,601158,  重庆水务,  2010-03-29,601158.SS
601162,  天风证券,601162,  天风证券,  2018-10-19,601162.SS
601163,  三角轮胎,601163,  三角轮胎,  2016-09-09,601163.SS
601166,  兴业银行,601166,  兴业银行,  2007-02-05,601166.SS
601168,  西部矿业,601168,  西部矿业,  2007-07-12,601168.SS
601169,  北京银行,601169,  北京银行,  2007-09-19,601169.SS
601177,  杭齿前进,601177,  杭齿前进,  2010-10-11,601177.SS
601179,  中国西电,601179,  中国西电,  2010-01-28,601179.SS
601186,  中国铁建,601186,  中国铁建,  2008-03-10,601186.SS
601187,  厦门银行,601187,  厦门银行,  2020-10-27,601187.SS
601188,  龙江交通,601188,  龙江交通,  2010-03-19,601188.SS
601198,  东兴证券,601198,  东兴证券,  2015-02-26,601198.SS
601199,  江南水务,601199,  江南水务,  2011-03-17,601199.SS
601200,  上海环境,601200,  上海环境,  2017-03-31,601200.SS
601208,  东材科技,601208,  东材科技,  2011-05-20,601208.SS
601211,  国泰君安,601211,  国泰君安,  2015-06-26,601211.SS
601212,  白银有色,601212,  白银有色,  2017-02-15,601212.SS
601216,  君正集团,601216,  君正集团,  2011-02-22,601216.SS
601218,  吉鑫科技,601218,  吉鑫科技,  2011-05-06,601218.SS
601222,  林洋能源,601222,  林洋能源,  2011-08-08,601222.SS
601225,  陕西煤业,601225,  陕西煤业,  2014-01-28,601225.SS
601226,  华电重工,601226,  华电重工,  2014-12-11,601226.SS
601228,  广州港,601228,  广州港,  2017-03-29,601228.SS
601229,  上海银行,601229,  上海银行,  2016-11-16,601229.SS
601231,  环旭电子,601231,  环旭电子,  2012-02-20,601231.SS
601233,  桐昆股份,601233,  桐昆股份,  2011-05-18,601233.SS
601236,  红塔证券,601236,  红塔证券,  2019-07-05,601236.SS
601238,  广汽集团,601238,  广汽集团,  2012-03-29,601238.SS
601258,  ST庞大,601258,  ST庞大,  2011-04-28,601258.SS
601288,  农业银行,601288,  农业银行,  2010-07-15,601288.SS
601298,  青岛港,601298,  青岛港,  2019-01-21,601298.SS
601311,  骆驼股份,601311,  骆驼股份,  2011-06-02,601311.SS
601318,  中国平安,601318,  中国平安,  2007-03-01,601318.SS
601319,  中国人保,601319,  中国人保,  2018-11-16,601319.SS
601326,  秦港股份,601326,  秦港股份,  2017-08-16,601326.SS
601328,  交通银行,601328,  交通银行,  2007-05-15,601328.SS
601330,  绿色动力,601330,  绿色动力,  2018-06-11,601330.SS
601333,  广深铁路,601333,  广深铁路,  2006-12-22,601333.SS
601336,  新华保险,601336,  新华保险,  2011-12-16,601336.SS
601339,  百隆东方,601339,  百隆东方,  2012-06-12,601339.SS
601360,  三六零,601360,  三六零,  2012-01-16,601360.SS
601366,  利群股份,601366,  利群股份,  2017-04-12,601366.SS
601368,  绿城水务,601368,  绿城水务,  2015-06-12,601368.SS
601369,  陕鼓动力,601369,  陕鼓动力,  2010-04-28,601369.SS
601375,  中原证券,601375,  中原证券,  2017-01-03,601375.SS
601377,  兴业证券,601377,  兴业证券,  2010-10-13,601377.SS
601388,  怡球资源,601388,  怡球资源,  2012-04-23,601388.SS
601390,  中国中铁,601390,  中国中铁,  2007-12-03,601390.SS
601398,  工商银行,601398,  工商银行,  2006-10-27,601398.SS
601399,  ST国重装,601399,  ST国重装,  2020-06-08,601399.SS
601456,  国联证券,601456,  国联证券,  2020-07-31,601456.SS
601500,  通用股份,601500,  通用股份,  2016-09-19,601500.SS
601512,  中新集团,601512,  中新集团,  2019-12-20,601512.SS
601515,  东风股份,601515,  东风股份,  2012-02-16,601515.SS
601518,  吉林高速,601518,  吉林高速,  2010-03-19,601518.SS
601519,  大智慧,601519,  大智慧,  2011-01-28,601519.SS
601555,  东吴证券,601555,  东吴证券,  2011-12-12,601555.SS
601566,  九牧王,601566,  九牧王,  2011-05-30,601566.SS
601567,  三星医疗,601567,  三星医疗,  2011-06-15,601567.SS
601568,  北元集团,601568,  北元集团,  2020-10-20,601568.SS
601577,  长沙银行,601577,  长沙银行,  2018-09-26,601577.SS
601579,  会稽山,601579,  会稽山,  2014-08-25,601579.SS
601588,  北辰实业,601588,  北辰实业,  2006-10-16,601588.SS
601595,  上海电影,601595,  上海电影,  2016-08-17,601595.SS
601598,  中国外运,601598,  中国外运,  2019-01-18,601598.SS
601599,  鹿港文化,601599,  鹿港文化,  2011-05-27,601599.SS
601600,  中国铝业,601600,  中国铝业,  2007-04-30,601600.SS
601601,  中国太保,601601,  中国太保,  2007-12-25,601601.SS
601606,  长城军工,601606,  长城军工,  2018-08-06,601606.SS
601607,  上海医药,601607,  上海医药,  1994-03-24,601607.SS
601608,  中信重工,601608,  中信重工,  2012-07-06,601608.SS
601609,  金田铜业,601609,  金田铜业,  2020-04-22,601609.SS
601611,  中国核建,601611,  中国核建,  2016-06-06,601611.SS
601615,  明阳智能,601615,  明阳智能,  2019-01-23,601615.SS
601616,  广电电气,601616,  广电电气,  2011-02-01,601616.SS
601618,  中国中冶,601618,  中国中冶,  2009-09-21,601618.SS
601619,  嘉泽新能,601619,  嘉泽新能,  2017-07-20,601619.SS
601628,  中国人寿,601628,  中国人寿,  2007-01-09,601628.SS
601633,  长城汽车,601633,  长城汽车,  2011-09-28,601633.SS
601636,  旗滨集团,601636,  旗滨集团,  2011-08-12,601636.SS
601658,  邮储银行,601658,  邮储银行,  2019-12-10,601658.SS
601666,  平煤股份,601666,  平煤股份,  2006-11-23,601666.SS
601668,  中国建筑,601668,  中国建筑,  2009-07-29,601668.SS
601669,  中国电建,601669,  中国电建,  2011-10-18,601669.SS
601677,  明泰铝业,601677,  明泰铝业,  2011-09-19,601677.SS
601678,  滨化股份,601678,  滨化股份,  2010-02-23,601678.SS
601686,  友发集团,601686,  友发集团,  2020-12-04,601686.SS
601688,  华泰证券,601688,  华泰证券,  2010-02-26,601688.SS
601689,  拓普集团,601689,  拓普集团,  2015-03-19,601689.SS
601696,  中银证券,601696,  中银证券,  2020-02-26,601696.SS
601698,  中国卫通,601698,  中国卫通,  2019-06-28,601698.SS
601699,  潞安环能,601699,  潞安环能,  2006-09-22,601699.SS
601700,  风范股份,601700,  风范股份,  2011-01-18,601700.SS
601702,  华峰铝业,601702,  华峰铝业,  2020-09-07,601702.SS
601717,  郑煤机,601717,  郑煤机,  2010-08-03,601717.SS
601718,  际华集团,601718,  际华集团,  2010-08-16,601718.SS
601727,  上海电气,601727,  上海电气,  2008-12-05,601727.SS
601766,  中国中车,601766,  中国中车,  2008-08-18,601766.SS
601777,  *ST力帆,601777,  *ST力帆,  2010-11-25,601777.SS
601778,  晶科科技,601778,  晶科科技,  2020-05-19,601778.SS
601788,  光大证券,601788,  光大证券,  2009-08-18,601788.SS
601789,  宁波建工,601789,  宁波建工,  2011-08-16,601789.SS
601798,  蓝科高新,601798,  蓝科高新,  2011-06-22,601798.SS
601799,  星宇股份,601799,  星宇股份,  2011-02-01,601799.SS
601800,  中国交建,601800,  中国交建,  2012-03-09,601800.SS
601801,  皖新传媒,601801,  皖新传媒,  2010-01-18,601801.SS
601808,  中海油服,601808,  中海油服,  2007-09-28,601808.SS
601811,  新华文轩,601811,  新华文轩,  2016-08-08,601811.SS
601816,  京沪高铁,601816,  京沪高铁,  2020-01-16,601816.SS
601818,  光大银行,601818,  光大银行,  2010-08-18,601818.SS
601827,  三峰环境,601827,  三峰环境,  2020-06-05,601827.SS
601828,  美凯龙,601828,  美凯龙,  2018-01-17,601828.SS
601838,  成都银行,601838,  成都银行,  2018-01-31,601838.SS
601857,  中国石油,601857,  中国石油,  2007-11-05,601857.SS
601858,  中国科传,601858,  中国科传,  2017-01-18,601858.SS
601860,  紫金银行,601860,  紫金银行,  2019-01-03,601860.SS
601865,  福莱特,601865,  福莱特,  2019-02-15,601865.SS
601866,  中远海发,601866,  中远海发,  2007-12-12,601866.SS
601869,  长飞光纤,601869,  长飞光纤,  2018-07-20,601869.SS
601872,  招商轮船,601872,  招商轮船,  2006-12-01,601872.SS
601877,  正泰电器,601877,  正泰电器,  2010-01-21,601877.SS
601878,  浙商证券,601878,  浙商证券,  2017-06-26,601878.SS
601880,  辽港股份,601880,  辽港股份,  2010-12-06,601880.SS
601881,  中国银河,601881,  中国银河,  2017-01-23,601881.SS
601882,  海天精工,601882,  海天精工,  2016-11-07,601882.SS
601886,  江河集团,601886,  江河集团,  2011-08-18,601886.SS
601888,  中国中免,601888,  中国中免,  2009-10-15,601888.SS
601890,  亚星锚链,601890,  亚星锚链,  2010-12-28,601890.SS
601898,  中煤能源,601898,  中煤能源,  2008-02-01,601898.SS
601899,  紫金矿业,601899,  紫金矿业,  2008-04-25,601899.SS
601900,  南方传媒,601900,  南方传媒,  2016-02-15,601900.SS
601901,  方正证券,601901,  方正证券,  2011-08-10,601901.SS
601908,  京运通,601908,  京运通,  2011-09-08,601908.SS
601916,  浙商银行,601916,  浙商银行,  2019-11-26,601916.SS
601918,  新集能源,601918,  新集能源,  2007-12-19,601918.SS
601919,  中远海控,601919,  中远海控,  2007-06-26,601919.SS
601928,  凤凰传媒,601928,  凤凰传媒,  2011-11-30,601928.SS
601929,  吉视传媒,601929,  吉视传媒,  2012-02-23,601929.SS
601933,  永辉超市,601933,  永辉超市,  2010-12-15,601933.SS
601939,  建设银行,601939,  建设银行,  2007-09-25,601939.SS
601949,  中国出版,601949,  中国出版,  2017-08-21,601949.SS
601952,  苏垦农发,601952,  苏垦农发,  2017-05-15,601952.SS
601956,  东贝集团,601956,  东贝集团,  2020-12-25,601956.SS
601958,  金钼股份,601958,  金钼股份,  2008-04-17,601958.SS
601963,  重庆银行,601963,  重庆银行,  2021-02-05,601963.SS
601965,  中国汽研,601965,  中国汽研,  2012-06-11,601965.SS
601966,  玲珑轮胎,601966,  玲珑轮胎,  2016-07-06,601966.SS
601968,  宝钢包装,601968,  宝钢包装,  2015-06-11,601968.SS
601969,  海南矿业,601969,  海南矿业,  2014-12-09,601969.SS
601975,  招商南油,601975,  招商南油,  2019-01-08,601975.SS
601985,  中国核电,601985,  中国核电,  2015-06-10,601985.SS
601988,  中国银行,601988,  中国银行,  2006-07-05,601988.SS
601989,  中国重工,601989,  中国重工,  2009-12-16,601989.SS
601990,  南京证券,601990,  南京证券,  2018-06-13,601990.SS
601991,  大唐发电,601991,  大唐发电,  2006-12-20,601991.SS
601992,  金隅集团,601992,  金隅集团,  2011-03-01,601992.SS
601995,  中金公司,601995,  中金公司,  2020-11-02,601995.SS
601996,  丰林集团,601996,  丰林集团,  2011-09-29,601996.SS
601997,  贵阳银行,601997,  贵阳银行,  2016-08-16,601997.SS
601998,  中信银行,601998,  中信银行,  2007-04-27,601998.SS
601999,  出版传媒,601999,  出版传媒,  2007-12-21,601999.SS
603000,  人民网,603000,  人民网,  2012-04-27,603000.SS
603001,  奥康国际,603001,  奥康国际,  2012-04-26,603001.SS
603002,  宏昌电子,603002,  宏昌电子,  2012-05-18,603002.SS
603003,  龙宇燃油,603003,  龙宇燃油,  2012-08-17,603003.SS
603005,  晶方科技,603005,  晶方科技,  2014-02-10,603005.SS
603006,  联明股份,603006,  联明股份,  2014-06-30,603006.SS
603007,  花王股份,603007,  花王股份,  2016-08-26,603007.SS
603008,  喜临门,603008,  喜临门,  2012-07-17,603008.SS
603009,  北特科技,603009,  北特科技,  2014-07-18,603009.SS
603010,  万盛股份,603010,  万盛股份,  2014-10-10,603010.SS
603011,  合锻智能,603011,  合锻智能,  2014-11-07,603011.SS
603012,  创力集团,603012,  创力集团,  2015-03-20,603012.SS
603013,  亚普股份,603013,  亚普股份,  2018-05-09,603013.SS
603015,  弘讯科技,603015,  弘讯科技,  2015-03-03,603015.SS
603016,  新宏泰,603016,  新宏泰,  2016-07-01,603016.SS
603017,  中衡设计,603017,  中衡设计,  2014-12-31,603017.SS
603018,  华设集团,603018,  华设集团,  2014-10-13,603018.SS
603019,  中科曙光,603019,  中科曙光,  2014-11-06,603019.SS
603020,  爱普股份,603020,  爱普股份,  2015-03-25,603020.SS
603021,  山东华鹏,603021,  山东华鹏,  2015-04-23,603021.SS
603022,  新通联,603022,  新通联,  2015-05-18,603022.SS
603023,  威帝股份,603023,  威帝股份,  2015-05-27,603023.SS
603025,  大豪科技,603025,  大豪科技,  2015-04-22,603025.SS
603026,  石大胜华,603026,  石大胜华,  2015-05-29,603026.SS
603027,  千禾味业,603027,  千禾味业,  2016-03-07,603027.SS
603028,  赛福天,603028,  赛福天,  2016-03-31,603028.SS
603029,  天鹅股份,603029,  天鹅股份,  2016-04-27,603029.SS
603030,  全筑股份,603030,  全筑股份,  2015-03-20,603030.SS
603031,  安德利,603031,  安德利,  2016-08-22,603031.SS
603032,  德新交运,603032,  德新交运,  2017-01-05,603032.SS
603033,  三维股份,603033,  三维股份,  2016-12-07,603033.SS
603035,  常熟汽饰,603035,  常熟汽饰,  2017-01-05,603035.SS
603036,  如通股份,603036,  如通股份,  2016-12-09,603036.SS
603037,  凯众股份,603037,  凯众股份,  2017-01-20,603037.SS
603038,  华立股份,603038,  华立股份,  2017-01-16,603038.SS
603039,  泛微网络,603039,  泛微网络,  2017-01-13,603039.SS
603040,  新坐标,603040,  新坐标,  2017-02-09,603040.SS
603041,  美思德,603041,  美思德,  2017-03-30,603041.SS
603042,  华脉科技,603042,  华脉科技,  2017-06-02,603042.SS
603043,  广州酒家,603043,  广州酒家,  2017-06-27,603043.SS
603045,  福达合金,603045,  福达合金,  2018-05-17,603045.SS
603050,  科林电气,603050,  科林电气,  2017-04-14,603050.SS
603053,  成都燃气,603053,  成都燃气,  2019-12-17,603053.SS
603055,  台华新材,603055,  台华新材,  2017-09-21,603055.SS
603056,  德邦股份,603056,  德邦股份,  2018-01-16,603056.SS
603058,  永吉股份,603058,  永吉股份,  2016-12-23,603058.SS
603059,  倍加洁,603059,  倍加洁,  2018-03-02,603059.SS
603060,  国检集团,603060,  国检集团,  2016-11-09,603060.SS
603063,  禾望电气,603063,  禾望电气,  2017-07-28,603063.SS
603066,  音飞储存,603066,  音飞储存,  2015-06-11,603066.SS
603067,  振华股份,603067,  振华股份,  2016-09-13,603067.SS
603068,  博通集成,603068,  博通集成,  2019-04-15,603068.SS
603069,  海汽集团,603069,  海汽集团,  2016-07-12,603069.SS
603076,  乐惠国际,603076,  乐惠国际,  2017-11-13,603076.SS
603077,  和邦生物,603077,  和邦生物,  2012-07-31,603077.SS
603078,  江化微,603078,  江化微,  2017-04-10,603078.SS
603079,  圣达生物,603079,  圣达生物,  2017-08-23,603079.SS
603080,  新疆火炬,603080,  新疆火炬,  2018-01-03,603080.SS
603081,  大丰实业,603081,  大丰实业,  2017-04-20,603081.SS
603083,  剑桥科技,603083,  剑桥科技,  2017-11-10,603083.SS
603085,  天成自控,603085,  天成自控,  2015-06-30,603085.SS
603086,  先达股份,603086,  先达股份,  2017-05-11,603086.SS
603087,  甘李药业,603087,  甘李药业,  2020-06-29,603087.SS
603088,  宁波精达,603088,  宁波精达,  2014-11-11,603088.SS
603089,  正裕工业,603089,  正裕工业,  2017-01-26,603089.SS
603090,  宏盛股份,603090,  宏盛股份,  2016-08-31,603090.SS
603093,  南华期货,603093,  南华期货,  2019-08-30,603093.SS
603095,  越剑智能,603095,  越剑智能,  2020-04-15,603095.SS
603096,  新经典,603096,  新经典,  2017-04-25,603096.SS
603098,  森特股份,603098,  森特股份,  2016-12-16,603098.SS
603099,  长白山,603099,  长白山,  2014-08-22,603099.SS
603100,  川仪股份,603100,  川仪股份,  2014-08-05,603100.SS
603101,  汇嘉时代,603101,  汇嘉时代,  2016-05-06,603101.SS
603103,  横店影视,603103,  横店影视,  2017-10-12,603103.SS
603105,  芯能科技,603105,  芯能科技,  2018-07-09,603105.SS
603106,  恒银科技,603106,  恒银科技,  2017-09-20,603106.SS
603108,  润达医疗,603108,  润达医疗,  2015-05-27,603108.SS
603109,  神驰机电,603109,  神驰机电,  2019-12-31,603109.SS
603110,  东方材料,603110,  东方材料,  2017-10-13,603110.SS
603111,  康尼机电,603111,  康尼机电,  2014-08-01,603111.SS
603112,  华翔股份,603112,  华翔股份,  2020-09-17,603112.SS
603113,  金能科技,603113,  金能科技,  2017-05-11,603113.SS
603115,  海星股份,603115,  海星股份,  2019-08-09,603115.SS
603116,  红蜻蜓,603116,  红蜻蜓,  2015-06-29,603116.SS
603117,  万林物流,603117,  万林物流,  2015-06-29,603117.SS
603118,  共进股份,603118,  共进股份,  2015-02-25,603118.SS
603121,  华培动力,603121,  华培动力,  2019-01-11,603121.SS
603123,  翠微股份,603123,  翠微股份,  2012-05-03,603123.SS
603126,  中材节能,603126,  中材节能,  2014-07-31,603126.SS
603127,  昭衍新药,603127,  昭衍新药,  2017-08-25,603127.SS
603128,  华贸物流,603128,  华贸物流,  2012-05-29,603128.SS
603129,  春风动力,603129,  春风动力,  2017-08-18,603129.SS
603131,  上海沪工,603131,  上海沪工,  2016-06-07,603131.SS
603133,  碳元科技,603133,  碳元科技,  2017-03-20,603133.SS
603136,  天目湖,603136,  天目湖,  2017-09-27,603136.SS
603138,  海量数据,603138,  海量数据,  2017-03-06,603138.SS
603139,  康惠制药,603139,  康惠制药,  2017-04-21,603139.SS
603155,  新亚强,603155,  新亚强,  2020-09-01,603155.SS
603156,  养元饮品,603156,  养元饮品,  2018-02-12,603156.SS
603157,  *ST拉夏,603157,  *ST拉夏,  2017-09-25,603157.SS
603158,  腾龙股份,603158,  腾龙股份,  2015-03-20,603158.SS
603159,  上海亚虹,603159,  上海亚虹,  2016-08-12,603159.SS
603160,  汇顶科技,603160,  汇顶科技,  2016-10-17,603160.SS
603161,  科华控股,603161,  科华控股,  2018-01-05,603161.SS
603165,  荣晟环保,603165,  荣晟环保,  2017-01-17,603165.SS
603166,  福达股份,603166,  福达股份,  2014-11-27,603166.SS
603167,  渤海轮渡,603167,  渤海轮渡,  2012-09-06,603167.SS
603168,  莎普爱思,603168,  莎普爱思,  2014-07-02,603168.SS
603169,  兰石重装,603169,  兰石重装,  2014-10-09,603169.SS
603177,  德创环保,603177,  德创环保,  2017-02-07,603177.SS
603178,  圣龙股份,603178,  圣龙股份,  2017-03-28,603178.SS
603179,  新泉股份,603179,  新泉股份,  2017-03-17,603179.SS
603180,  金牌厨柜,603180,  金牌厨柜,  2017-05-12,603180.SS
603181,  皇马科技,603181,  皇马科技,  2017-08-24,603181.SS
603183,  建研院,603183,  建研院,  2017-09-05,603183.SS
603185,  上机数控,603185,  上机数控,  2018-12-28,603185.SS
603186,  华正新材,603186,  华正新材,  2017-01-03,603186.SS
603187,  海容冷链,603187,  海容冷链,  2018-11-29,603187.SS
603188,  ST亚邦,603188,  ST亚邦,  2014-09-09,603188.SS
603189,  网达软件,603189,  网达软件,  2016-09-14,603189.SS
603192,  汇得科技,603192,  汇得科技,  2018-08-28,603192.SS
603195,  公牛集团,603195,  公牛集团,  2020-02-06,603195.SS
603196,  日播时尚,603196,  日播时尚,  2017-05-31,603196.SS
603197,  保隆科技,603197,  保隆科技,  2017-05-19,603197.SS
603198,  迎驾贡酒,603198,  迎驾贡酒,  2015-05-28,603198.SS
603199,  九华旅游,603199,  九华旅游,  2015-03-26,603199.SS
603200,  上海洗霸,603200,  上海洗霸,  2017-06-01,603200.SS
603203,  快克股份,603203,  快克股份,  2016-11-08,603203.SS
603208,  江山欧派,603208,  江山欧派,  2017-02-10,603208.SS
603212,  赛伍技术,603212,  赛伍技术,  2020-04-30,603212.SS
603214,  爱婴室,603214,  爱婴室,  2018-03-30,603214.SS
603217,  元利科技,603217,  元利科技,  2019-06-20,603217.SS
603218,  日月股份,603218,  日月股份,  2016-12-28,603218.SS
603220,  中贝通信,603220,  中贝通信,  2018-11-15,603220.SS
603221,  爱丽家居,603221,  爱丽家居,  2020-03-23,603221.SS
603222,  济民制药,603222,  济民制药,  2015-02-17,603222.SS
603223,  恒通股份,603223,  恒通股份,  2015-06-30,603223.SS
603225,  新凤鸣,603225,  新凤鸣,  2017-04-18,603225.SS
603226,  菲林格尔,603226,  菲林格尔,  2017-06-15,603226.SS
603227,  雪峰科技,603227,  雪峰科技,  2015-05-15,603227.SS
603228,  景旺电子,603228,  景旺电子,  2017-01-06,603228.SS
603229,  奥翔药业,603229,  奥翔药业,  2017-05-09,603229.SS
603232,  格尔软件,603232,  格尔软件,  2017-04-21,603232.SS
603233,  大参林,603233,  大参林,  2017-07-31,603233.SS
603236,  移远通信,603236,  移远通信,  2019-07-16,603236.SS
603238,  诺邦股份,603238,  诺邦股份,  2017-02-22,603238.SS
603239,  浙江仙通,603239,  浙江仙通,  2016-12-30,603239.SS
603256,  宏和科技,603256,  宏和科技,  2019-07-19,603256.SS
603258,  电魂网络,603258,  电魂网络,  2016-10-26,603258.SS
603259,  药明康德,603259,  药明康德,  2018-05-08,603259.SS
603260,  合盛硅业,603260,  合盛硅业,  2017-10-30,603260.SS
603266,  天龙股份,603266,  天龙股份,  2017-01-10,603266.SS
603267,  鸿远电子,603267,  鸿远电子,  2019-05-15,603267.SS
603268,  松发股份,603268,  松发股份,  2015-03-19,603268.SS
603269,  海鸥股份,603269,  海鸥股份,  2017-05-17,603269.SS
603277,  银都股份,603277,  银都股份,  2017-09-11,603277.SS
603278,  大业股份,603278,  大业股份,  2017-11-13,603278.SS
603279,  景津环保,603279,  景津环保,  2019-07-29,603279.SS
603283,  赛腾股份,603283,  赛腾股份,  2017-12-25,603283.SS
603286,  日盈电子,603286,  日盈电子,  2017-06-27,603286.SS
603288,  海天味业,603288,  海天味业,  2014-02-11,603288.SS
603289,  泰瑞机器,603289,  泰瑞机器,  2017-10-31,603289.SS
603290,  斯达半导,603290,  斯达半导,  2020-02-04,603290.SS
603297,  永新光学,603297,  永新光学,  2018-09-10,603297.SS
603298,  杭叉集团,603298,  杭叉集团,  2016-12-27,603298.SS
603299,  苏盐井神,603299,  苏盐井神,  2015-12-31,603299.SS
603300,  华铁应急,603300,  华铁应急,  2015-05-29,603300.SS
603301,  振德医疗,603301,  振德医疗,  2018-04-12,603301.SS
603303,  得邦照明,603303,  得邦照明,  2017-03-30,603303.SS
603305,  旭升股份,603305,  旭升股份,  2017-07-10,603305.SS
603306,  华懋科技,603306,  华懋科技,  2014-09-26,603306.SS
603308,  应流股份,603308,  应流股份,  2014-01-22,603308.SS
603309,  维力医疗,603309,  维力医疗,  2015-03-02,603309.SS
603311,  金海高科,603311,  金海高科,  2015-05-18,603311.SS
603313,  梦百合,603313,  梦百合,  2016-10-13,603313.SS
603315,  福鞍股份,603315,  福鞍股份,  2015-04-24,603315.SS
603316,  诚邦股份,603316,  诚邦股份,  2017-06-19,603316.SS
603317,  天味食品,603317,  天味食品,  2019-04-16,603317.SS
603318,  派思股份,603318,  派思股份,  2015-04-24,603318.SS
603319,  湘油泵,603319,  湘油泵,  2016-11-30,603319.SS
603320,  迪贝电气,603320,  迪贝电气,  2017-05-02,603320.SS
603321,  梅轮电梯,603321,  梅轮电梯,  2017-09-15,603321.SS
603322,  超讯通信,603322,  超讯通信,  2016-07-28,603322.SS
603323,  苏农银行,603323,  苏农银行,  2016-11-29,603323.SS
603326,  我乐家居,603326,  我乐家居,  2017-06-16,603326.SS
603327,  福蓉科技,603327,  福蓉科技,  2019-05-23,603327.SS
603328,  依顿电子,603328,  依顿电子,  2014-07-01,603328.SS
603329,  上海雅仕,603329,  上海雅仕,  2017-12-29,603329.SS
603330,  上海天洋,603330,  上海天洋,  2017-02-13,603330.SS
603331,  百达精工,603331,  百达精工,  2017-07-05,603331.SS
603332,  苏州龙杰,603332,  苏州龙杰,  2019-01-17,603332.SS
603333,  尚纬股份,603333,  尚纬股份,  2012-05-07,603333.SS
603335,  迪生力,603335,  迪生力,  2017-06-20,603335.SS
603336,  宏辉果蔬,603336,  宏辉果蔬,  2016-11-24,603336.SS
603337,  杰克股份,603337,  杰克股份,  2017-01-19,603337.SS
603338,  浙江鼎力,603338,  浙江鼎力,  2015-03-25,603338.SS
603339,  四方科技,603339,  四方科技,  2016-05-19,603339.SS
603345,  安井食品,603345,  安井食品,  2017-02-22,603345.SS
603348,  文灿股份,603348,  文灿股份,  2018-04-26,603348.SS
603351,  威尔药业,603351,  威尔药业,  2019-01-30,603351.SS
603353,  和顺石油,603353,  和顺石油,  2020-04-07,603353.SS
603355,  莱克电气,603355,  莱克电气,  2015-05-13,603355.SS
603356,  华菱精工,603356,  华菱精工,  2018-01-24,603356.SS
603357,  设计总院,603357,  设计总院,  2017-08-01,603357.SS
603358,  华达科技,603358,  华达科技,  2017-01-25,603358.SS
603359,  东珠生态,603359,  东珠生态,  2017-09-01,603359.SS
603360,  百傲化学,603360,  百傲化学,  2017-02-06,603360.SS
603363,  傲农生物,603363,  傲农生物,  2017-09-26,603363.SS
603365,  水星家纺,603365,  水星家纺,  2017-11-20,603365.SS
603366,  日出东方,603366,  日出东方,  2012-05-21,603366.SS
603367,  辰欣药业,603367,  辰欣药业,  2017-09-29,603367.SS
603368,  柳药股份,603368,  柳药股份,  2014-12-04,603368.SS
603369,  今世缘,603369,  今世缘,  2014-07-03,603369.SS
603377,  东方时尚,603377,  东方时尚,  2016-02-05,603377.SS
603378,  亚士创能,603378,  亚士创能,  2017-09-28,603378.SS
603379,  三美股份,603379,  三美股份,  2019-04-02,603379.SS
603380,  易德龙,603380,  易德龙,  2017-06-22,603380.SS
603383,  顶点软件,603383,  顶点软件,  2017-05-22,603383.SS
603385,  惠达卫浴,603385,  惠达卫浴,  2017-04-05,603385.SS
603386,  广东骏亚,603386,  广东骏亚,  2017-09-12,603386.SS
603387,  基蛋生物,603387,  基蛋生物,  2017-07-17,603387.SS
603388,  元成股份,603388,  元成股份,  2017-03-24,603388.SS
603389,  *ST亚振,603389,  *ST亚振,  2016-12-15,603389.SS
603390,  通达电气,603390,  通达电气,  2019-11-25,603390.SS
603392,  万泰生物,603392,  万泰生物,  2020-04-29,603392.SS
