板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,Symbol
主板,大唐高鸿数据网络技术股份有限公司,"GOHIGH DATA NETWORKS TECHNOLOGY C0.,LTD",贵州省贵安新区贵安综合保税区电商科创园B栋6楼610-210号,000851,高鸿股份,1998-06-09,"907,629,867","878,493,446",,,,0,0,西南,贵州,贵阳市,F 批发零售,www.gohigh.com.cn,000851.SZ
主板,中石化石油机械股份有限公司,Sinopec  Oilfield  Equipment  Corporation,湖北省武汉市东湖新技术开发区庙山小区华工园一路5号,000852,石化机械,1998-11-26,"777,604,997","777,604,997",,,,0,0,华中,湖北,武汉市,C 制造业,sofe.sinopec.com,000852.SZ
主板,唐山冀东装备工程股份有限公司,"TANGSHAN JIDONG EQUIPMENT ENGINEERING CO., LTD.",河北省唐山市曹妃甸装备制造产业园区,000856,冀东装备,1998-08-13,"227,000,000","227,000,000",,,,0,0,华北,河北,唐山市,C 制造业,www.jdzbgc.com,000856.SZ
主板,宜宾五粮液股份有限公司,"WULIANGYE YIBIN CO.,LTD.",四川省宜宾市翠屏区岷江西路150号,000858,五 粮 液,1998-04-27,"3,881,608,005","3,795,791,895",,,,0,0,西南,四川,宜宾市,C 制造业,www.wuliangye.com.cn,000858.SZ
主板,安徽国风塑业股份有限公司,"ANHUI GUOFENG PLASTIC INDUSTRY CO., LTD",安徽省合肥市高新区铭传路1000号,000859,国风塑业,1998-11-19,"895,976,271","739,312,480",,,,0,0,华东,安徽,合肥市,C 制造业,www.guofeng.com,000859.SZ
主板,北京顺鑫农业股份有限公司,"BEIJING SHUNXIN AGRICULTURE CO.,LTD",北京市顺义区站前街1号院1号楼顺鑫国际商务中心12层,000860,顺鑫农业,1998-11-04,"741,766,989","741,766,989",,,,0,0,华北,北京,北京市,C 制造业,www.000860.com,000860.SZ
主板,广东海印集团股份有限公司,"GUANGDONG HIGHSUN GROUP CO.,LTD.",广东省广州市越秀区东华南路98号21-32层,000861,海印股份,1998-10-28,"2,325,503,251","2,167,750,788",,,,0,0,华南,广东,广州市,L 商务服务,www.000861.com,000861.SZ
主板,宁夏银星能源股份有限公司,"Ning Xia Yin Xing Energy Co.,Ltd.",宁夏回族自治区银川市西夏区六盘山西路166号,000862,银星能源,1998-09-15,"706,118,997","501,352,890",,,,0,0,西北,宁夏,银川市,D 水电煤气,www.nxyxny.com.cn,000862.SZ
主板,三湘印象股份有限公司,"SANXIANG IMPRESSION CO.,LTD",上海市杨浦区逸仙路333号501室,000863,三湘印象,1997-09-25,"1,225,208,160","1,189,866,186",,,,0,0,华东,上海,上海市,K 房地产,www.sxgf.com,000863.SZ
主板,安徽安凯汽车股份有限公司,"ANHUI ANKAI AUTOMOBILE CO.,LTD.",安徽省合肥市葛淝路1号,000868,ST安凯,1997-07-25,"733,329,168","695,545,403",,,,0,0,华东,安徽,合肥市,C 制造业,www.ankai.com,000868.SZ
主板,烟台张裕葡萄酿酒股份有限公司,YANTAI CHANGYU PIONEER WINE COMPANY LIMITED,山东省烟台市大马路56号,000869,张  裕Ａ,2000-10-26,"453,460,800","453,460,800",200869,张  裕Ｂ,1997-09-23,"232,003,200","231,953,325",华东,山东,烟台市,C 制造业,www.changyu.com.cn,000869.SZ
主板,吉林电力股份有限公司,"JILIN ELECTRIC POWER CO.,LTD.",吉林省长春市人民大街9699号,000875,吉电股份,2002-09-26,"2,146,313,980","2,146,308,730",,,,0,0,东北,吉林,长春市,D 水电煤气,www.cpijl.com,000875.SZ
主板,新希望六和股份有限公司,"New Hope Liuhe Co., Ltd.",四川省绵阳国家高新技术产业开发区,000876,新 希 望,1998-03-11,"4,506,438,842","4,324,768,140",,,,0,0,西南,四川,绵阳市,C 制造业,www.newhopeagri.com,000876.SZ
主板,新疆天山水泥股份有限公司,"XINJIANG TIANSHAN CEMENT CO.,LTD",新疆维吾尔自治区乌鲁木齐市达坂城区白杨沟村,000877,天山股份,1999-01-07,"1,048,722,959","880,094,724",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.sinoma-tianshan.cn,000877.SZ
主板,云南铜业股份有限公司,"YUNNAN COPPER CO.,LTD.",云南省昆明市国家高新技术产业开发区,000878,云南铜业,1998-06-02,"1,699,678,560","1,641,882,205",,,,0,0,西南,云南,昆明市,C 制造业,www.yunnancopper.com,000878.SZ
主板,潍柴重机股份有限公司,"Weichai Heavy Machinery Co., Ltd.",山东省潍坊滨海经济技术开发区富海大街17号,000880,潍柴重机,1998-04-02,"276,100,500","135,132,844",,,,0,0,华东,山东,潍坊市,C 制造业,www.weichaihm.com,000880.SZ
主板,中广核核技术发展股份有限公司,"CGN Nuclear Technology Development Co., Ltd.",辽宁省大连市西岗区黄河路219号外经贸大厦,000881,中广核技,1998-09-02,"945,425,815","700,497,817",,,,0,0,东北,辽宁,大连市,C 制造业,www.cgnnt.com.cn,000881.SZ
主板,北京华联商厦股份有限公司,"BEIJING HUALIAN DEPARTMENT STORE CO.,LTD",北京市通州区永乐经济技术开发区永开路1号,000882,华联股份,1998-06-16,"2,737,351,947","2,737,348,016",,,,0,0,华北,北京,北京市,L 商务服务,www.bhgmall.com.cn,000882.SZ
主板,湖北能源集团股份有限公司,"Hubei Energy Group Co.,Ltd",湖北省武汉市徐东大街96号,000883,湖北能源,1998-05-19,"6,507,449,486","6,504,859,086",,,,0,0,华中,湖北,武汉市,D 水电煤气,www.hbny.com.cn,000883.SZ
主板,城发环境股份有限公司,"City Development Environment CO.,Ltd.",河南省郑州市农业路41号投资大厦9层,000885,城发环境,1999-03-19,"642,078,255","642,078,255",,,,0,0,华中,河南,郑州市,G 运输仓储,www.tlcement.com,000885.SZ
主板,海南高速公路股份有限公司,"HAINAN EXPRESSWAY CO., LTD",海南省海口市蓝天路16号高速公路大楼,000886,海南高速,1998-01-23,"988,828,300","971,960,198",,,,0,0,华南,海南,海口市,K 房地产,www.hi-expressway.com,000886.SZ
主板,安徽中鼎密封件股份有限公司,"ANHUI ZHONGDING SEALING PARTS CO.,LTD",安徽省宣城市宁国市宁国经济技术开发区中鼎工业园,000887,中鼎股份,1998-12-03,"1,220,837,389","1,218,109,966",,,,0,0,华东,安徽,宣城市,C 制造业,www.zhongdinggroup.com,000887.SZ
主板,峨眉山旅游股份有限公司,"EMEI SHAN TOURISM CO.,LTD",四川省乐山市峨眉山市名山南路639号,000888,峨眉山Ａ,1997-10-21,"526,913,102","526,913,102",,,,0,0,西南,四川,乐山市,N 公共环保,www.ems517.com,000888.SZ
主板,中嘉博创信息技术股份有限公司,"ZJBC Information Technology Co.,Ltd",河北省秦皇岛市海港区河北大街中段146号26层,000889,中嘉博创,1997-12-18,"936,291,116","869,849,676",,,,0,0,华北,河北,秦皇岛市,I 信息技术,www.zjbctech.com,000889.SZ
主板,江苏法尔胜股份有限公司,"JIANGSU FASTEN CO.,LTD",江苏省江阴市澄江中路165号,000890,*ST胜尔,1999-01-19,"419,503,968","379,628,678",,,,0,0,华东,江苏,无锡市,C 制造业,www.fasten.com.cn,000890.SZ
主板,欢瑞世纪联合股份有限公司,H&R CENTURY UNION CORPORATION,重庆市涪陵区人民东路50号,000892,欢瑞世纪,1999-01-15,"980,980,473","536,559,741",,,,0,0,西南,重庆,重庆市,R 文化传播,www.chinacfc.com,000892.SZ
主板,亚钾国际投资（广州）股份有限公司,"Asia―Potash International Investment (Guangzhou) Co., Ltd.",广东省广州市南沙区万顷沙镇红安路3号,000893,亚钾国际,1998-12-24,"756,903,272","403,342,500",,,,0,0,华南,广东,广州市,C 制造业,www.asia-potash.com,000893.SZ
主板,河南双汇投资发展股份有限公司,"HENAN SHUANGHUI INVESTMENT & DEVELOPMENT CO.,LTD",河南省漯河市双汇路1号双汇大厦,000895,双汇发展,1998-12-10,"3,464,661,213","1,343,671,493",,,,0,0,华中,河南,漯河市,C 制造业,www.shuanghui.net,000895.SZ
主板,天津津滨发展股份有限公司,"TIANJIN JINBIN DEVELOPMENT CO., LTD",天津市开发区明园路2号B2别墅5号,000897,津滨发展,1999-04-22,"1,617,272,234","1,617,244,634",,,,0,0,华北,天津,天津市,K 房地产,www.jbdc.com.cn,000897.SZ
主板,鞍钢股份有限公司,"ANGANG STEEL CO.,LTD",辽宁省鞍山市铁西区鞍钢厂区,000898,鞍钢股份,1997-12-25,"7,993,710,201","7,946,902,742",,,,0,0,东北,辽宁,鞍山市,C 制造业,www.ansteel.com.cn,000898.SZ
主板,江西赣能股份有限公司,"JIANGXI GANNENG CO.,LTD",江西省南昌市高新技术开发区火炬大街199号,000899,赣能股份,1997-11-26,"975,677,760","975,674,945",,,,0,0,华东,江西,南昌市,D 水电煤气,www.000899.com,000899.SZ
主板,现代投资股份有限公司,"XIANDAI INVESTMENT CO., LTD",湖南省长沙市天心区芙蓉南路二段128号现代广场,000900,现代投资,1999-01-28,"1,517,828,334","1,517,374,185",,,,0,0,华中,湖南,长沙市,G 运输仓储,www.xdtz.net,000900.SZ
主板,航天科技控股集团股份有限公司,"AEROSPACE HI-TECH HOLDING GROUP CO., LTD.",黑龙江省哈尔滨市平房区哈平西路45号,000901,航天科技,1999-04-01,"798,201,406","762,848,553",,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.as-hitech.com,000901.SZ
主板,新洋丰农业科技股份有限公司,"Xinyangfeng Agricultural Technology Co., Ltd.",湖北省荆门市月亮湖北路附7号,000902,新洋丰,1999-04-08,"1,304,529,290","1,186,309,098",,,,0,0,华中,湖北,荆门市,C 制造业,www.yonfer.com,000902.SZ
主板,昆明云内动力股份有限公司,"KUNMING YUNNEI POWER CO., LTD.",云南省昆明市经济技术开发区经景路66号,000903,云内动力,1999-04-15,"1,970,800,857","1,970,800,857",,,,0,0,西南,云南,昆明市,C 制造业,www.yunneidongli.com,000903.SZ
主板,厦门港务发展股份有限公司,"XIAMEN PORT DEVELOPMENT CO., LTD.",福建省厦门市东港北路31号港务大厦20楼、21楼,000905,厦门港务,1999-04-29,"625,191,522","530,998,500",,,,0,0,华东,福建,厦门市,G 运输仓储,www.xmgw.com.cn,000905.SZ
主板,浙商中拓集团股份有限公司,"ZHESHANG Development Group Co.,LTD.",浙江省杭州市萧山经济技术开发区启迪路198号A-B102-1184室,000906,浙商中拓,1999-07-07,"674,436,311","661,511,654",,,,0,0,华东,浙江,杭州市,F 批发零售,www.zmd.com.cn,000906.SZ
主板,湖南景峰医药股份有限公司,"Hunan Jingfeng Pharmaceutical Co.,Ltd.",湖南省平江县天岳开发区天岳大道48号,000908,景峰医药,1999-02-03,"879,774,351","738,922,260",,,,0,0,华中,湖南,岳阳市,C 制造业,www.jfyiyao.com,000908.SZ
主板,数源科技股份有限公司,"SOYEA TECHNOLOGY CO., LTD",浙江省杭州西湖区教工路一号,000909,数源科技,1999-05-07,"453,828,600","312,348,789",,,,0,0,华东,浙江,杭州市,K 房地产,www.soyea.com.cn,000909.SZ
主板,大亚圣象家居股份有限公司,"Dare Power Dekor Home Co.,Ltd.",江苏省丹阳市经济开发区齐梁路99号,000910,大亚圣象,1999-06-30,"547,397,500","547,127,500",,,,0,0,华东,江苏,镇江市,C 制造业,www.dareglobal.com.cn,000910.SZ
主板,南宁糖业股份有限公司,"NANNING SUGAR INDUSTRY CO.,LTD",广西壮族自治区南宁市青秀区古城路10号,000911,南宁糖业,1999-05-27,"324,080,937","324,080,937",,,,0,0,华南,广西,南宁市,C 制造业,www.nnsugar.com,000911.SZ
主板,四川泸天化股份有限公司,"SICHUAN LUTIANHUA CO.,LTD",四川省泸州市纳溪区李子林路38号,000912,泸天化,1999-06-03,"1,568,000,000","1,568,000,000",,,,0,0,西南,四川,成都市,C 制造业,www.sclth.com,000912.SZ
主板,浙江钱江摩托股份有限公司,"ZHEJIANG QIANJIANG MOTORCYCLE CO.,LTD.",浙江省温岭市经济开发区,000913,钱江摩托,1999-05-14,"453,536,000","453,536,000",,,,0,0,华东,浙江,台州市,C 制造业,www.qjmotor.com,000913.SZ
主板,山东山大华特科技股份有限公司,"SHANDONG SHANDA WIT SCIENCE AND TECHNOLOGY CO., LTD",山东省沂南县县城振兴路6号,000915,山大华特,1999-06-09,"234,331,485","234,158,690",,,,0,0,华东,山东,临沂市,C 制造业,www.sd-wit.com,000915.SZ
主板,湖南电广传媒股份有限公司,"HUNAN TV&BROADCAST INTERMEDIARY CO., LTD.",湖南省长沙市浏阳河大桥东,000917,电广传媒,1999-03-25,"1,417,556,338","1,417,296,852",,,,0,0,华中,湖南,长沙市,I 信息技术,www.tik.com.cn,000917.SZ
主板,嘉凯城集团股份有限公司,"China Calxon Group Co., Ltd.",浙江省杭州市惠民路56号1号楼318室,000918,嘉凯城,1999-07-20,"1,804,191,500","1,804,191,500",,,,0,0,华东,浙江,杭州市,K 房地产,www.calxon-group.com,000918.SZ
主板,金陵药业股份有限公司,"JINLING PHARMACEUTICAL CO.,LTD",江苏省南京市南京经济技术开发区新港大道58号,000919,金陵药业,1999-11-18,"504,000,000","503,191,174",,,,0,0,华东,江苏,南京市,C 制造业,www.jlyy1999.com,000919.SZ
主板,南方汇通股份有限公司,"SOUTH HUITON CO.,LTD",贵州省贵阳市国家高新技术产业开发区,000920,南方汇通,1999-06-16,"422,000,000","421,787,825",,,,0,0,西南,贵州,贵阳市,C 制造业,www.crrcgc.cc/ht,000920.SZ
主板,海信家电集团股份有限公司,"HISENSE HOME APPLIANCES GROUP CO.,LTD.",广东省佛山市顺德区容桂街道容港路8号,000921,海信家电,1999-07-13,"903,135,562","902,282,868",,,,0,0,华南,广东,佛山市,C 制造业,hxjd.hisense.cn,000921.SZ
主板,哈尔滨电气集团佳木斯电机股份有限公司,"Harbin Electric Corporation Jiamusi Electric Machine CO.,Ltd",黑龙江省佳木斯市长安东路247号,000922,佳电股份,1999-06-18,"599,572,053","582,363,503",,,,0,0,东北,黑龙江,佳木斯市,C 制造业,www.jemlc.com,000922.SZ
主板,河钢资源股份有限公司,"HBIS Resources Co., Ltd.",河北省张家口市宣化区东升路21号,000923,河钢资源,1999-07-14,"652,728,961","627,893,854",,,,0,0,华北,河北,张家口市,B 采矿业,www.hbiszy.com,000923.SZ
主板,浙江众合科技股份有限公司,"UniTTEC Co., Ltd.",浙江省杭州市滨江区江汉路1785号双城国际4号楼17层,000925,众合科技,1999-06-11,"543,664,381","524,222,655",,,,0,0,华东,浙江,杭州市,C 制造业,www.unittec.com,000925.SZ
主板,湖北福星科技股份有限公司,"HUBEI FUXING SCIENCE AND TECHNOLOGY CO.,LTD",湖北省汉川市沉湖镇福星街1号,000926,福星股份,1999-06-18,"962,462,474","946,855,832",,,,0,0,华中,湖北,汉川市,K 房地产,www.chinafxkj.com,000926.SZ
主板,中国铁路物资股份有限公司,China Railway Materials Company Limited,天津市南开区长江道与南开三马路交口融汇广场2-1-4101,000927,中国铁物,1999-07-27,"6,050,353,641","1,595,170,960",,,,0,0,华北,天津,天津市,G 运输仓储,www.tjfaw.com.cn,000927.SZ
主板,中钢国际工程技术股份有限公司,"Sinosteel Engineering & Technology Co., Ltd.",吉林省吉林市昌邑区江湾路2号,000928,中钢国际,1999-03-12,"1,256,662,942","1,256,631,742",,,,0,0,东北,吉林,吉林市,E 建筑业,mecc.sinosteel.com,000928.SZ
主板,兰州黄河企业股份有限公司,"LANZHOU HUANGHE ENTERPRISE CO., LTD.",甘肃省兰州市七里河区郑家庄108号,000929,兰州黄河,1999-06-23,"185,766,000","185,754,223",,,,0,0,西北,甘肃,兰州市,C 制造业,www.yellowriver.net.cn,000929.SZ
主板,中粮生物科技股份有限公司,"COFCO BIOTECHNOLOGY CO., LTD.",安徽省蚌埠市中粮大道1号,000930,中粮科技,1999-07-12,"1,865,763,788","964,402,678",,,,0,0,华东,安徽,蚌埠市,C 制造业,www.cofcotech.com,000930.SZ
主板,北京中关村科技发展(控股)股份有限公司,"BEIJING CENTERGATE TECHNOLOGIES (HOLDING) CO., LTD",北京市海淀区中关村南大街32号,000931,中 关 村,1999-07-12,"753,126,982","746,191,982",,,,0,0,华北,北京,北京市,C 制造业,www.centek.com.cn,000931.SZ
主板,湖南华菱钢铁股份有限公司,"HUNAN VALIN STEEL CO.,LTD",湖南省长沙市天心区湘府西路222号华菱园主楼,000932,华菱钢铁,1999-08-03,"6,129,077,211","4,221,730,354",,,,0,0,华中,湖南,长沙市,C 制造业,www.valin.cn,000932.SZ
主板,河南神火煤电股份有限公司,"HENAN SHENHUO COAL & POWER CO.,LTD",河南省永城市东城区光明路,000933,神火股份,1999-08-31,"2,231,461,809","1,900,498,500",,,,0,0,华中,河南,商丘市,C 制造业,www.shenhuo.com,000933.SZ
主板,四川双马水泥股份有限公司,SICHUAN SHUANGMA CEMENT CO.LTD,四川省江油市二朗庙镇,000935,四川双马,1999-08-24,"763,440,333","763,440,333",,,,0,0,西南,四川,绵阳市,C 制造业,www.sc-shuangma.com,000935.SZ
主板,江苏华西村股份有限公司,"JIANGSU HUAXICUN CO., LTD.",江苏省江阴市华西村,000936,华西股份,1999-08-10,"886,012,887","885,758,740",,,,0,0,华东,江苏,无锡市,C 制造业,www.jshuaxicun.com、www.v-capital.cn,000936.SZ
主板,冀中能源股份有限公司,"Jizhong  Energy  Resources  Co., Ltd.",河北省邢台市中兴西大街191号,000937,冀中能源,1999-09-09,"3,533,546,850","2,906,599,842",,,,0,0,华北,河北,邢台市,B 采矿业,www.jznygf.com,000937.SZ
主板,紫光股份有限公司,Unisplendour Corporation Limited,北京市清华大学紫光大楼,000938,紫光股份,1999-11-04,"2,860,079,874","2,860,079,874",,,,0,0,华北,北京,北京市,C 制造业,www.thunis.cn,000938.SZ
主板,云南南天电子信息产业股份有限公司,"YUNNAN NANTIAN ELECTRONICS INFORMATION CO.,LTD",云南省昆明市高新技术产业开发区产业研发基地,000948,南天信息,1999-10-14,"381,165,677","320,525,339",,,,0,0,西南,云南,昆明市,I 信息技术,www.nantian.com.cn,000948.SZ
主板,新乡化纤股份有限公司,"XINXIANG CHEMICAL FIBER CO., LTD",河南省新乡经济技术开发区新长路南侧,000949,新乡化纤,1999-10-21,"1,257,656,049","1,257,265,231",,,,0,0,华中,河南,新乡市,C 制造业,www.bailu.com,000949.SZ
主板,重药控股股份有限公司,"C.Q. Pharmaceutical Holding Co., Ltd.",重庆市渝北区金石大道333号,000950,重药控股,1999-09-16,"1,728,184,696","1,728,138,946",,,,0,0,西南,重庆,重庆市,F 批发零售,www.cqphar.com,000950.SZ
主板,中国重汽集团济南卡车股份有限公司,"SINOTRUK Jinan  Truck  CO., LTD.",山东省济南市市中区党家庄镇南首,000951,中国重汽,1999-11-25,"671,080,800","671,014,020",,,,0,0,华东,山东,济南市,C 制造业,www.jntruck.com,000951.SZ
主板,湖北广济药业股份有限公司,"HUBEI GUANGJI PHARMACEUTICAL CO., LTD",湖北省武穴市江堤路1号,000952,广济药业,1999-11-12,"346,995,039","301,435,272",,,,0,0,华中,湖北,黄冈市,C 制造业,www.guangjipharm.com,000952.SZ
主板,广西河池化工股份有限公司,"GUANGXI HECHI CHEMICAL CO.,LTD",广西壮族自治区河池市六甲镇,000953,*ST河化,1999-12-02,"366,122,195","294,059,437",,,,0,0,华南,广西,河池市,C 制造业,www.hechihuagong.com.cn,000953.SZ
主板,欣龙控股（集团）股份有限公司,"XINLONG HOLDING （GROUP） CO., LTD.",海南省澄迈县老城工业开发区,000955,欣龙控股,1999-12-09,"538,395,000","537,685,425",,,,0,0,华南,海南,澄迈县,C 制造业,www.xinlong-holding.com,000955.SZ
主板,中通客车股份有限公司,"Zhongtong Bus Co.,LTD",山东省聊城市经济开发区黄河路261号,000957,中通客车,2000-01-13,"592,903,936","592,892,704",,,,0,0,华东,山东,聊城市,C 制造业,www.zhongtong.com,000957.SZ
主板,国家电投集团东方新能源股份有限公司,SPIC DONGFANG  NEW ENERGY CORPORATION,河北省石家庄市建华南大街161号,000958,东方能源,1999-12-23,"5,383,418,520","1,102,079,201",,,,0,0,华北,河北,石家庄市,J 金融业,www.dfrdjt.com,000958.SZ
主板,北京首钢股份有限公司,"BEIJING SHOUGANG CO.,LTD",北京市石景山区石景山路,000959,首钢股份,1999-12-16,"5,289,389,600","5,057,103,246",,,,0,0,华北,北京,北京市,C 制造业,www.sggf.com.cn,000959.SZ
主板,云南锡业股份有限公司,"Yunnan Tin Co., Ltd.",云南省昆明市高新技术产业开发区,000960,锡业股份,2000-02-21,"1,668,776,379","1,668,776,379",,,,0,0,西南,云南,昆明市,C 制造业,www.ytl.com.cn,000960.SZ
主板,江苏中南建设集团股份有限公司,"Jiangsu Zhongnan Construction Group CO.,LTD",江苏省南通海门市常乐镇,000961,中南建设,2000-03-01,"3,822,817,044","3,807,654,985",,,,0,0,华东,江苏,南通市,K 房地产,www.zhongnanconstruction.cn,000961.SZ
主板,宁夏东方钽业股份有限公司,"NINGXIA ORIENT TANTALUM INDUSTRY CO.,LTD",宁夏回族自治区石嘴山市大武口区冶金路,000962,东方钽业,2000-01-20,"440,832,644","440,831,060",,,,0,0,西北,宁夏,石嘴山市,C 制造业,www.otic.com.cn,000962.SZ
主板,华东医药股份有限公司,"HUADONG MEDICINE CO.,LTD",浙江省杭州市延安路468号1号楼1号门7、9、10楼,000963,华东医药,2000-01-27,"1,749,809,548","1,749,761,803",,,,0,0,华东,浙江,杭州市,F 批发零售,www.eastchinapharm.com,000963.SZ
主板,天津天保基建股份有限公司,Tianjin Tianbao Infrastructure Co..Ltd,天津市天津空港经济区西五道35号汇津广场一号楼,000965,天保基建,2000-04-06,"1,109,830,895","1,109,830,895",,,,0,0,华北,天津,天津市,K 房地产,www.tbjijian.com,000965.SZ
主板,国电长源电力股份有限公司,"GUODIAN CHANGYUAN ELECTRIC POWER CO.,LTD.",湖北省武汉市洪山区徐东大街63号国家能源大厦,000966,长源电力,2000-03-16,"1,108,284,080","1,108,284,080",,,,0,0,华中,湖北,武汉市,D 水电煤气,www.cydl.com.cn,000966.SZ
主板,盈峰环境科技集团股份有限公司,Infore Environment Technology Group Co. Ltd.,浙江省绍兴市上虞区东关街道人民西路1818号,000967,盈峰环境,2000-03-30,"3,163,062,146","2,023,462,828",,,,0,0,华东,浙江,绍兴市,N 公共环保,www.inforeenviro.com,000967.SZ
主板,山西蓝焰控股股份有限公司,Shanxi Blue Flame Holding Company Limited,山西省太原市和平南路83号,000968,蓝焰控股,2000-06-22,"967,502,660","967,502,660",,,,0,0,华北,山西,太原市,B 采矿业,www.tymqh.com,000968.SZ
主板,安泰科技股份有限公司,"ADVANCED TECHNOLOGY & MATERIALS CO.,LTD",北京市海淀区学院南路76号,000969,安泰科技,2000-05-29,"1,026,008,097","1,006,861,937",,,,0,0,华北,北京,北京市,C 制造业,www.atmcn.com,000969.SZ
主板,北京中科三环高技术股份有限公司,"BEIJING ZHONG KE SAN HUAN HIGH-TECH CO., LTD",北京市海淀区中关村东路66号甲1号楼27层,000970,中科三环,2000-04-20,"1,065,200,000","1,063,591,194",,,,0,0,华北,北京,北京市,C 制造业,www.san-huan.com.cn,000970.SZ
主板,高升控股股份有限公司,"GOSUN HOLDING CO., LTD.",湖北省仙桃市勉阳大道131号,000971,*ST高升,2000-04-27,"1,055,307,925","807,268,729",,,,0,0,华中,湖北,仙桃市,I 信息技术,www.gosun.com,000971.SZ
主板,中基健康产业股份有限公司,"CHALKIS HEALTH INDUSTRY CO.,LTD",新疆维吾尔自治区五家渠25区青湖南路2666号5幢院落室宾馆A院,000972,ST中基,2000-09-26,"771,283,579","771,250,785",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.chalkistomato.com,000972.SZ
主板,佛山佛塑科技集团股份有限公司,"FSPG HI-TECH CO., LTD",广东省佛山市禅城区汾江中路85号,000973,佛塑科技,2000-05-25,"967,423,171","967,399,968",,,,0,0,华南,广东,佛山市,C 制造业,www.fspg.com.cn,000973.SZ
主板,银泰黄金股份有限公司,"Yintai Gold Co.,Ltd.",内蒙古自治区锡林郭勒盟西乌珠穆沁旗巴拉嘎尔高勒镇哈拉图街,000975,银泰黄金,2000-06-08,"2,776,722,265","2,437,283,199",,,,0,0,华北,内蒙古,锡林郭勒盟,B 采矿业,www.ytg000975.com,000975.SZ
主板,广东华铁通达高铁装备股份有限公司,Guangdong Huatie Tongda High-speed Railway Equipment Corporation,广东省开平市三埠街道办事处祥龙中银路2号三楼A138号330室,000976,华铁股份,2000-06-01,"1,595,678,796","1,594,627,397",,,,0,0,华南,广东,江门市,C 制造业,www.huatie-railway.com,000976.SZ
主板,浪潮电子信息产业股份有限公司,"Inspur Electronic Information Industry Co.,Ltd",山东省济南市浪潮路1036号,000977,浪潮信息,2000-06-08,"1,453,721,310","1,452,808,551",,,,0,0,华东,山东,济南市,C 制造业,www.inspur.com,000977.SZ
主板,桂林旅游股份有限公司,"Guilin Tourism  Co., Ltd.",广西壮族自治区桂林市翠竹路27-2号,000978,桂林旅游,2000-05-18,"360,100,000","360,053,425",,,,0,0,华南,广西,桂林市,N 公共环保,www.guilintravel.com,000978.SZ
主板,众泰汽车股份有限公司,"ZOTYE AUTOMOBILE CO., LTD",浙江省金华市永康市经济开发区北湖路1号,000980,*ST众泰,2000-06-16,"2,027,671,288","1,240,660,164",,,,0,0,华东,浙江,金华市,C 制造业,www.hsjinma.com,000980.SZ
主板,银亿股份有限公司,"YINYI CO,LTD",中国甘肃省兰州市高新技术开发区张苏滩573号八楼,000981,*ST银亿,2000-06-22,"4,027,989,882","2,574,315,600",,,,0,0,西北,甘肃,兰州市,C 制造业,www.chinayinyi.cn,000981.SZ
主板,宁夏中银绒业股份有限公司,"NINGXIA ZHONGYIN CASHMERE CO.,LTD",宁夏回族自治区灵武生态纺织园区(灵武市南二环北侧经二路东侧),000982,*ST 中绒,2000-07-06,"4,261,877,053","4,261,863,103",,,,0,0,西北,宁夏,银川市,C 制造业,www.zhongyincashmere.com,000982.SZ
主板,山西焦煤能源集团股份有限公司,"Shanxi Coking Coal Energy Group Co.,Ltd.",山西省太原市西矿街318号西山大厦,000983,山西焦煤,2000-07-26,"4,096,560,000","4,096,522,833",,,,0,0,华北,山西,太原市,B 采矿业,www.xsmd.com.cn,000983.SZ
主板,大庆华科股份有限公司,"DAQING HUAKE CO.,LTD",黑龙江省大庆高新技术产业开发区建设路293号,000985,大庆华科,2000-07-26,"129,639,500","129,639,500",,,,0,0,东北,黑龙江,大庆市,C 制造业,www.huake.com,000985.SZ
主板,广州越秀金融控股集团股份有限公司,"GUANGZHOU YUEXIU FINANCIAL HOLDINGS GROUP CO., LTD",广东省广州市天河区珠江西路5号广州国际金融中心主塔写字楼第63层01-B单元,000987,越秀金控,2000-07-18,"2,752,884,754","2,667,242,357",,,,0,0,华南,广东,广州市,J 金融业,www.yuexiu-finance.com,000987.SZ
主板,华工科技产业股份有限公司,HUAGONG TECH COMPANY LIMITED,湖北省武汉市东湖高新技术开发区华中科技大学科技园华工科技本部大楼,000988,华工科技,2000-06-08,"1,005,502,707","1,004,993,157",,,,0,0,华中,湖北,武汉市,C 制造业,www.hgtech.com.cn,000988.SZ
主板,九芝堂股份有限公司,"JIUZHITANG CO.,LTD",湖南省长沙市桐梓坡西路339号,000989,九 芝 堂,2000-06-28,"869,354,236","611,957,126",,,,0,0,华中,湖南,长沙市,C 制造业,www.hnjzt.com,000989.SZ
主板,诚志股份有限公司,"CHENGZHI  CO., LTD.",江西省南昌市经济开发区玉屏东大道299号,000990,诚志股份,2000-07-06,"1,253,011,919","834,025,091",,,,0,0,华东,江西,南昌市,C 制造业,www.chengzhi.com.cn,000990.SZ
